BlockHeight,UnixTimestamp,TxnFee(ETH),TxnFee (Binary),Status (Tags),Block Generation Rate,Stake Reward,Coin Stake,Stake Distribution Rate,Txnsize,Coin Days,Coin Age,Block Density (%),Block Score,Coin Day Weight,Node Label
15390720,1524145611,0.004005958,1,0,0,1,45,1568,62,2,97,1415,1477,26,0
5895932,1524145611,0,0,0,0,1,47,1044,68,2,38,1376,1421,23,0
15450240,1651193583,0.44052644,1,1,0,1,35,908,43,3,86,1602,2172,52,1
15450240,1597610883,0.005403709,1,1,1,1,104,1432,65,1,78,1381,2632,57,1
6256183,1524145611,0,0,0,0,1,56,973,58,1,77,1567,3240,29,0
5624332,1524145611,0,1,0,0,1,43,1463,14,1,82,1700,1376,0,1
6110773,1524333496,0.502712305,1,1,1,1,59,1419,35,1,56,1480,1763,25,0
13326309,1524145611,0.015565338,1,0,1,1,48,1260,63,2,62,1380,985,24,0
5476726,1524145611,0,0,0,0,1,42,1487,62,2,103,1609,4762,50,0
6139052,1524145611,0,1,0,0,1,61,1290,76,2,73,1679,1047,0,0
15450240,1659317774,0.474429039,1,1,1,1,41,1457,21,1,78,1671,4412,58,1
6373005,1524145611,0,1,0,0,1,42,1147,87,1,83,1241,2820,0,0
6439797,1534782367,0,1,0,0,1,32,923,59,2,99,1637,3196,29,1
5719298,1524924322,0,1,0,0,0,66,1714,27,2,97,1559,1030,0,0
5468684,1576495533,0,0,0,0,1,98,1432,66,1,58,1287,4673,57,0
5659575,1524145611,0,0,0,0,1,65,1025,48,1,118,1494,2548,24,0
5805111,1524145611,0.009725948,1,0,0,0,44,1008,49,2,54,1301,1675,31,0
13953176,1524145611,0,1,1,1,1,45,970,33,1,86,2920,4188,27,0
15450240,1650448300,0.529646503,1,1,1,1,40,2568,73,3,96,2725,5245,63,1
5844892,1527776249,0,1,0,0,1,48,1024,59,1,72,1556,2323,26,0
15450240,1524145611,0.449279784,1,1,1,1,120,2690,72,1,62,1682,5123,64,1
6158447,1524145611,0,1,0,1,1,43,1564,2,3,78,1879,3799,61,0
6329079,1524145611,0.034292585,1,0,0,1,66,2460,66,1,97,1804,2880,25,0
15450240,1661999151,0.538602197,1,1,1,1,43,1524,38,3,146,2507,6018,54,1
13044024,1589958914,0,0,0,0,1,38,1021,57,1,44,1587,2845,26,0
6492512,1528220524,0,0,0,0,1,66,1470,20,2,97,1581,4191,0,0
5741117,1524145611,0,1,0,0,1,40,1796,12,1,41,2885,3063,26,0
5776547,1530460681,0,1,0,0,0,60,1719,43,1,58,1319,1787,23,0
5499927,1524145611,0,1,1,0,1,73,1733,56,1,116,1409,4450,0,0
5468684,1525981638,0,1,0,1,1,46,3850,83,1,65,1514,2461,51,0
15450240,1661887601,0.521462419,1,1,1,1,39,947,20,3,90,1585,3094,52,1
6505583,1524145611,0,1,1,0,1,40,1600,69,1,90,1468,3947,59,0
5469497,1527065818,0,1,0,1,1,34,827,40,2,143,1702,3036,0,0
15450240,1524145611,0,1,1,0,1,62,976,75,1,56,1383,2682,51,1
15450240,1651965882,0.442285118,1,0,1,1,125,944,37,3,90,1455,4396,55,1
5964730,1525638022,0,1,0,1,1,66,1632,61,2,87,1650,3331,0,0
15450240,1651487651,0.521979622,1,1,1,1,34,3850,57,1,43,3001,4218,53,1
15450240,1536052439,0,1,0,0,0,40,942,37,2,79,1456,2701,53,0
6073905,1524145611,0,1,0,0,0,51,2404,29,2,97,1716,2488,60,0
5965908,1526338852,0,0,0,0,1,70,1405,59,1,57,1667,3876,21,0
15450240,1660283313,0.532902051,0,0,1,1,67,2692,71,3,121,1487,7039,55,0
6442216,1524145611,0,0,0,0,0,44,1686,74,1,44,1650,921,0,0
15450240,1661999151,0.450428391,1,1,1,1,107,1691,83,1,81,2736,3838,49,1
5944788,1524145611,0,0,0,0,1,69,1405,74,1,187,1524,2053,26,0
5581031,1524628820,0,0,0,0,0,33,986,57,3,70,1432,2631,24,0
15450240,1654927243,0,0,0,0,1,36,1419,77,1,241,1428,3898,27,0
15450240,1644432284,0,1,0,0,1,44,998,35,1,102,2868,4147,29,0
6250566,1524145611,0,1,0,0,1,53,1494,73,1,73,1667,2194,30,1
5653235,1627936972,0,0,0,0,1,77,1115,56,2,119,1559,5371,0,0
15450240,1660059661,0.481832501,1,1,1,1,189,1485,76,1,133,2804,3702,54,1
6308198,1528034940,0,0,0,0,1,35,1099,68,1,36,1627,1857,0,0
5468684,1527221992,0.027981748,1,0,0,0,46,879,68,1,152,1521,4469,55,0
5624545,1524145611,0,1,0,0,0,68,1644,74,1,73,1575,1818,51,0
15450240,1656930453,0.608583878,1,1,1,1,189,3850,41,1,73,2873,4213,57,1
15450240,1661999151,0.505438397,1,1,1,1,105,2407,52,1,90,1802,6012,24,1
5854262,1524145611,0.003552339,1,0,0,1,40,1479,23,2,102,1698,3971,0,0
15164027,1652814607,0.54813264,0,0,0,1,36,1673,65,3,50,2618,3660,57,0
5731088,1639954455,0.486811704,1,1,1,1,33,893,36,3,57,1709,1007,56,1
5468684,1524145611,0,1,0,0,1,34,916,28,2,30,1321,3283,24,0
6227908,1530391688,0,0,0,0,1,63,1143,50,2,99,1361,5080,55,0
15241546,1660235408,0.482876738,1,1,0,1,93,1425,2,1,77,1438,6069,66,0
5669520,1524145611,0,1,0,0,0,57,1266,68,3,105,1560,4988,51,0
5506191,1528679772,0,1,0,0,0,118,937,47,3,54,2329,1860,0,0
15450240,1655099369,0.461489877,1,1,1,1,60,1668,80,1,94,2673,5545,54,1
10514099,1524145611,0,1,0,0,1,53,1592,75,1,64,1560,921,54,1
15450240,1651320881,0.509155187,1,1,1,1,104,3807,50,3,97,1620,5341,55,1
6013951,1527030960,0.585336868,1,0,0,1,48,1440,73,2,43,1498,2418,28,0
10937591,1524145611,0,1,0,0,1,118,1320,61,2,100,1525,3929,59,1
15450240,1661999151,0.455687585,1,1,1,1,175,3015,26,1,69,1666,5853,57,1
15450240,1524145611,0.00038694,0,1,0,1,31,1687,68,2,84,1436,5342,30,0
6248176,1524145611,0.017326713,1,0,0,1,105,1282,43,1,97,1526,2720,28,1
5986965,1661999151,0,0,0,0,1,62,1488,24,2,89,1537,2977,24,0
15450240,1650308297,0.43730643,1,1,1,1,62,1617,50,3,67,2490,6216,54,1
5899191,1527716881,0,1,0,1,1,66,2148,62,2,97,2855,2684,29,0
15450240,1639761405,0.481912962,1,0,1,1,122,1624,6,2,49,1568,3384,59,0
6060346,1524145611,0,0,0,0,1,48,1039,52,1,110,2840,2234,22,0
15201406,1637475286,0.464815374,1,1,0,1,45,1532,31,3,59,1356,1842,55,1
15450240,1661999151,0.467474081,1,1,1,1,189,2889,57,1,92,3074,4860,52,1
9395065,1640711768,0.534708678,1,1,0,1,42,1587,16,1,37,2339,2778,53,1
5564381,1650451585,0.546411031,0,0,0,1,34,1382,64,3,45,1539,1982,53,0
15450240,1648449626,0.473964635,1,1,1,1,127,2495,49,1,49,1838,3726,52,1
6111850,1652799110,0.011473618,1,0,0,1,67,1127,77,1,47,1102,1420,24,1
15450240,1661999151,0.480374912,1,1,1,1,103,3850,46,3,100,1092,1703,60,1
13569068,1646154179,0.000357122,1,1,0,1,33,1702,2,1,30,1592,1741,26,0
15450240,1656734284,0.508207461,1,0,1,1,43,2301,83,3,163,2418,3266,53,1
6347201,1525693482,0,1,0,0,0,30,1688,69,3,42,1423,3030,55,0
5813204,1524145611,0,1,0,0,1,47,1518,69,2,92,1716,2499,27,0
15450240,1657236447,0.47946001,1,1,1,1,93,2878,32,3,70,1255,5189,57,1
15450240,1646223015,0.431485413,1,1,1,1,46,1468,88,1,81,2572,4106,55,1
5522196,1524145611,0,1,0,1,1,70,1247,89,2,71,1651,2159,0,0
5586015,1524145611,0,1,0,0,1,31,1371,32,1,101,1473,3211,0,1
11748436,1524145611,0,1,0,1,1,64,1540,56,2,80,1613,2864,0,0
15450240,1619913880,0.467995818,1,0,1,1,93,1559,81,1,39,1617,2835,57,1
5713332,1526841103,0,1,0,0,1,61,1618,61,2,110,1392,2976,0,0
15450240,1661999151,0.475640814,1,1,1,1,89,2791,64,1,88,1619,4527,55,1
15450240,1661999151,0.540021323,1,1,1,1,71,3850,55,1,93,1493,5470,59,1
6443566,1524145611,0,1,0,0,1,42,1768,23,2,84,1503,2381,0,0
15450240,1657535962,0.48107112,1,1,1,1,101,1719,21,1,49,1614,4340,55,1
5643293,1649519812,0.510779845,1,0,1,1,189,2835,72,1,92,2957,2925,55,1
15450240,1652568744,0.481925391,1,1,1,1,92,1568,63,1,104,2728,3773,51,1
6353050,1524145611,0,1,0,1,1,31,2581,67,2,62,1604,2036,51,1
5468684,1524145611,0,1,1,1,1,89,1279,73,2,57,1400,5204,47,1
6092770,1524145611,0,1,0,0,0,30,1199,70,3,107,1245,1406,27,0
6006519,1531190574,0.014484419,0,0,0,1,44,1162,22,2,65,1681,1191,0,0
15450240,1655236951,0.523885678,1,1,1,0,61,1531,82,2,102,2447,4011,56,1
15450240,1655445071,0.4717609,1,1,1,1,105,2088,35,1,109,3023,5602,52,1
7274354,1524145611,0,1,0,0,1,42,1258,42,3,79,1606,4939,26,0
5468684,1526058777,0,1,0,0,1,76,1390,35,3,121,2724,3806,50,0
6589593,1524145611,0,1,0,0,1,42,1637,83,1,112,1560,4873,0,0
15450240,1652316660,0,1,1,1,1,50,1669,39,3,70,2677,3343,58,1
15450240,1525131412,0.466686418,1,1,1,1,42,1760,84,1,76,1566,4936,51,1
15070186,1545502940,0.498196001,0,1,1,1,92,2446,81,1,35,1207,3722,23,1
15450240,1638941596,0.449199106,1,1,1,1,103,883,59,1,66,2632,4203,54,1
5973744,1527058063,0.008006787,1,1,0,1,30,1531,75,2,107,1161,2605,0,0
15450240,1652753780,0.446137872,1,1,1,1,100,1649,66,1,106,1211,4525,56,0
5468684,1524145611,0,1,0,1,1,68,949,36,2,61,1670,1725,30,0
15450240,1642026720,0.447008634,1,1,1,1,72,1797,63,1,96,2726,4783,56,1
15450240,1524145611,0,1,1,1,1,30,1631,84,1,52,1380,3090,0,1
5742988,1541294866,0,1,0,0,0,68,1598,82,2,94,1473,1769,25,0
15450240,1661999151,0.511866203,1,1,1,1,151,892,65,1,210,2455,6472,61,1
6012720,1530980497,0,1,0,0,1,42,2474,43,1,77,1536,2022,23,0
5944180,1524145611,0,1,0,0,1,37,1632,14,2,81,1303,921,0,0
5975841,1524498519,0,1,0,0,0,30,1650,35,2,47,1426,4511,28,0
15450240,1661999151,0.428490299,1,0,0,1,129,2012,74,1,110,2355,6775,55,0
6512849,1524145611,0,1,0,0,0,66,1184,15,2,42,1759,3442,0,0
15450240,1661999151,0.452371683,1,1,0,1,46,1582,28,1,95,1513,2896,52,1
5567183,1528745099,0,1,0,0,0,46,1042,81,2,63,1698,2164,22,0
15450240,1635650788,0.511403573,1,1,1,1,133,1576,56,1,294,1893,6308,56,1
15450240,1524145611,0.52216101,1,1,0,1,101,2890,49,1,52,2322,4687,31,1
5468684,1524145611,0.000117686,1,0,0,0,62,1600,80,2,45,1172,2143,26,0
5721820,1573115118,0,1,0,0,1,67,1591,68,1,68,1495,3271,0,0
5887021,1526006780,0,0,0,0,1,41,1011,67,2,30,1539,1865,0,0
5710567,1524145611,0,0,0,0,1,43,1014,90,1,43,1242,1605,0,0
15255582,1524145611,0,1,0,0,1,46,862,58,1,67,1586,3853,54,0
15450240,1659310466,0.467166004,1,0,1,1,42,1015,44,1,258,1530,6040,53,1
6129866,1524145611,0,1,0,0,0,43,1459,40,2,30,1518,3975,27,0
6097075,1524145611,0.003982355,1,0,0,1,45,1008,65,2,84,1464,921,0,0
6213932,1524145611,0,0,0,0,1,55,1025,70,2,79,1628,4078,26,0
5602795,1527437261,0,1,0,0,1,47,1048,49,2,73,1703,3550,0,0
14837279,1647472581,0,1,1,1,1,189,1669,81,1,82,1559,1491,62,1
6035859,1529253910,0,0,0,0,1,42,1730,27,2,56,1687,2921,0,0
15450240,1647392601,0,1,1,1,1,117,1433,81,1,53,2964,4568,54,1
15450240,1646729953,0.543931447,1,1,1,1,70,2932,56,1,203,2973,5766,55,1
6071002,1661999151,0.501298194,1,1,1,1,45,1433,72,1,114,2215,4161,54,1
12014279,1524145611,0,1,0,1,1,44,1328,77,1,93,2891,4216,29,0
15450240,1652599318,0.436887606,1,1,1,0,101,1630,85,3,98,1596,3834,50,1
7956945,1642622062,0,1,0,0,0,44,1127,54,1,105,2834,4029,28,0
5468684,1524145611,0,1,0,1,1,39,1607,86,1,101,1351,5597,27,1
15450240,1650533752,0,1,0,1,1,60,1681,58,2,101,1642,2623,31,1
15450240,1642059023,0.456185802,1,1,1,1,116,1550,60,1,87,2960,7050,50,1
5592042,1524145611,0.003615381,1,0,0,1,47,1616,49,2,30,1694,2988,23,0
5468684,1531052791,0,0,0,0,1,36,1704,72,1,74,1390,2330,24,0
11835879,1524145611,0,1,0,0,1,35,1789,68,2,120,1257,2916,51,0
15450240,1658429032,0.506617962,1,1,1,1,113,3850,47,3,94,2648,3571,59,1
15450240,1524145611,0,1,0,0,1,33,1439,45,3,101,1376,2685,0,1
15450240,1602572667,0.005812102,1,1,1,1,43,2382,57,1,66,1875,3122,54,0
5515548,1524145611,0,1,0,1,1,43,1343,54,3,99,1690,2809,25,0
6805076,1524145611,0,1,0,1,1,40,1380,86,1,58,2846,4448,26,1
5626153,1524145611,1.33E-06,0,0,0,1,85,889,72,2,52,1579,1923,24,0
5974478,1524145611,0,1,0,0,0,76,1711,64,1,53,1433,938,0,0
5875474,1524145611,0,0,0,0,1,42,1056,72,2,90,1370,2249,0,0
15450240,1655864746,0.504989926,1,1,1,1,91,2981,23,1,43,1657,5360,52,1
6401650,1531184872,0,1,0,0,1,49,1131,36,3,90,1417,3664,0,0
5648122,1524145611,0,0,0,0,0,38,3355,25,3,63,1634,2889,0,0
14851646,1661999151,0.483769373,1,1,1,1,85,887,35,1,94,1390,1841,54,1
15450240,1659631751,0.492462407,1,1,1,1,89,1655,29,1,56,1742,5135,53,1
15450240,1649857295,0.483361688,1,1,1,1,99,1510,48,1,219,1285,4546,54,1
6262110,1524145611,0,1,0,0,1,63,1562,80,2,82,908,937,0,0
15450240,1661999151,0.565090198,1,1,1,1,124,1822,46,1,38,1913,4479,57,1
15450240,1645342671,0.01237053,1,1,1,1,57,783,82,2,63,1359,1022,58,1
15450240,1656378259,0.509075476,1,1,1,1,101,3850,57,1,83,1504,5923,29,1
6311579,1597675346,0,1,0,0,0,61,2547,64,2,85,1393,2774,0,0
15450240,1648554476,0.491827247,1,1,1,1,117,1633,33,3,107,3052,4887,52,1
5468684,1524145611,0,1,0,0,1,30,869,69,3,38,936,1118,0,0
6265286,1525828034,0.01406882,1,0,0,1,41,973,65,2,84,1277,1842,25,0
5927680,1524145611,0,0,0,0,1,44,1087,60,2,73,1606,2678,25,0
5481466,1524145611,0,0,0,0,1,45,1528,52,2,86,1483,2359,28,0
15450240,1527636640,0,1,0,1,1,65,1044,9,1,54,2610,3621,28,1
5789646,1524145611,0,1,0,0,0,44,841,50,2,87,1462,2316,25,0
6211753,1524430289,0,1,1,0,1,53,2539,63,1,51,1223,2077,22,1
15450240,1637637934,0.442796512,1,1,1,1,84,3574,66,1,108,1112,3122,58,1
6735658,1524145611,0,0,0,0,1,46,1576,56,2,71,1361,2303,0,0
5468684,1524145611,0,0,0,0,1,57,1211,65,2,95,1554,3571,0,0
5608746,1524145611,0,1,0,0,0,106,2330,57,2,82,1552,2566,0,0
6391263,1524145611,0,1,0,0,1,38,1011,61,2,76,1301,2077,0,0
15450240,1660224647,0.45634356,0,1,0,1,40,1752,68,1,96,1479,5513,54,1
15450240,1532562807,0.506180089,0,0,0,1,34,2487,60,1,65,1551,5162,55,0
15450240,1637921579,0.506452681,1,1,1,1,178,1628,65,1,281,1701,4769,57,1
8570938,1579795366,0,1,0,0,1,146,1392,84,2,34,1215,3610,0,0
5468684,1580755369,0.015816979,0,1,0,1,65,1604,49,2,96,2849,4011,59,0
15450240,1524145611,0,1,0,0,1,64,1114,18,1,112,1633,2665,26,0
6105509,1645655661,0,1,1,1,1,42,1456,62,2,102,1340,1409,29,1
15450240,1661999151,0.460752677,1,1,1,1,107,2068,80,3,92,2511,6129,49,1
15450240,1649774103,0.454353415,1,1,1,1,84,2270,54,3,78,2386,6381,27,1
15450240,1524145611,0.52423172,1,1,0,1,39,1387,60,3,56,1286,3271,33,1
15450240,1524145611,0,1,0,0,1,43,1306,64,1,48,1519,2969,27,1
15450240,1638548201,0.489096777,1,1,1,1,36,1622,71,1,44,2308,3696,57,1
15450240,1531568183,0,1,1,0,1,47,1576,54,1,81,1516,1077,28,1
15450240,1524145611,0.432893217,0,0,0,1,36,1012,84,1,103,1630,5240,24,0
15450240,1651179172,0.46312182,1,1,1,1,93,3503,75,2,85,2603,5596,53,1
6054342,1524145611,0.007916731,1,0,0,0,34,1708,66,2,50,1441,2830,29,0
5468684,1525113297,0,1,0,0,1,32,831,42,2,101,1349,2279,25,0
15450240,1634892638,0,1,1,1,1,73,1631,51,1,116,2883,5493,28,1
6484216,1532286152,0,1,0,0,1,44,1726,49,2,74,1571,3017,0,0
6129036,1528423515,0.007477637,1,0,0,1,40,1665,41,2,115,1347,1350,0,0
15450240,1645963368,0.54260881,1,1,1,1,58,2415,66,1,92,2774,4651,56,1
15450240,1649972661,0.52352988,1,1,1,1,126,1087,22,3,93,1361,4520,30,1
14818215,1652183074,0.479784606,1,1,1,1,189,2481,68,3,84,1756,4738,55,1
5468684,1524145611,0,1,0,0,1,134,1082,85,1,146,1151,6056,0,0
5468684,1533672839,0,1,0,0,1,35,848,39,2,72,1492,2642,24,0
15450240,1661999151,0.53357053,1,1,1,1,43,1607,36,3,117,2277,2198,31,1
14922124,1647230849,0.481363269,1,1,0,1,45,2578,80,1,112,1627,6426,54,1
15450240,1650935093,0.465682533,1,1,0,0,98,2429,75,3,114,1769,5291,60,1
15450240,1661999151,0.514799027,1,1,1,1,70,1544,69,2,94,1657,3066,31,1
12194451,1624889259,0.475245216,1,1,0,1,97,1406,78,2,81,1821,5075,29,0
15450240,1650535093,0.452265352,1,1,1,1,68,2846,53,1,77,2266,5788,53,1
15450240,1602014803,0.622865803,0,0,1,1,99,1992,60,1,111,2318,6009,27,1
6292286,1524145611,0,1,0,0,1,93,1514,60,1,111,1549,2673,53,0
5810501,1524145611,0,1,0,0,0,30,1382,28,3,64,1447,1805,26,0
15450240,1562506985,0.475361793,0,1,1,1,37,1468,26,1,177,1425,2338,1,1
5848873,1527014260,0.028911473,1,0,0,0,39,1631,45,1,85,1302,1782,63,0
15450240,1659399489,0,1,1,1,1,31,1426,56,1,98,1603,5316,0,1
15450240,1635123887,0.461691834,1,1,1,1,92,1677,77,1,77,2540,4008,26,1
5678488,1527514012,0,1,0,0,1,35,1191,61,3,56,1447,1988,24,0
6134100,1524145611,0,1,0,0,1,38,1483,62,2,56,1487,2629,25,0
15450240,1657641080,0.500809382,1,1,1,1,42,2778,55,3,99,2315,5498,61,1
15450240,1656378539,0.424533889,1,1,1,1,36,1597,74,3,81,1138,3456,56,0
15450240,1650416714,0.476647251,1,1,1,1,155,1087,41,1,114,1614,6185,56,1
15450240,1660985664,0.518499347,1,1,1,1,111,1066,62,1,154,1502,4067,54,1
6049878,1531082556,0.001106455,0,0,0,1,66,1715,46,2,68,1466,3362,27,0
5497411,1524145611,0,1,0,0,1,50,2498,58,3,86,1659,3250,0,0
5468684,1524145611,0,1,0,0,1,38,1723,47,2,116,1296,1919,27,0
14231057,1650682865,0.513769595,1,1,1,1,95,1574,61,1,100,1366,3675,55,1
6269957,1648306882,0.477488475,1,0,1,1,127,1661,67,1,97,1473,3903,28,0
6204811,1524145611,0,1,0,0,0,31,888,77,2,30,1453,2908,27,0
14719756,1524145611,0,1,0,0,0,54,1489,49,1,99,1459,1951,0,0
15450240,1651795420,0.543299303,1,1,1,1,117,2965,42,1,101,2827,6065,62,1
6415171,1524145611,0,1,0,0,1,36,1890,87,2,96,1655,1080,0,0
5521455,1525665511,0.017672939,0,0,0,1,47,586,33,2,112,1579,2028,24,0
5468684,1524145611,0,1,0,0,1,61,1550,56,2,118,1536,3599,32,0
5871047,1524145611,0,1,0,0,1,30,1517,80,2,30,1239,2929,0,0
15450240,1638948046,0.485342617,1,1,1,1,45,2565,60,3,193,1466,5349,52,1
15450240,1655984704,0.481505304,1,1,1,1,34,1334,66,1,92,1470,4816,58,1
15450240,1651321374,0.496438973,1,1,1,1,46,1804,87,1,73,2388,2586,51,1
5980016,1527525273,0,1,0,0,1,35,1322,45,3,99,1392,3586,0,0
15450240,1639594839,0.488303859,1,1,1,1,122,1475,76,1,107,1732,3413,57,0
5468684,1524145611,0,1,0,0,1,36,1463,85,1,86,1236,1961,0,0
15077148,1524145611,0.013551768,1,1,0,1,41,1398,418,3,84,1266,2459,54,1
6240966,1524145611,0,1,0,0,1,30,1414,34,2,71,1231,3373,0,0
6214595,1526799542,0,0,0,0,1,49,1697,60,2,57,1155,2670,55,0
14929226,1648405325,0.447701332,1,1,1,1,125,2165,37,1,123,3071,3493,57,1
5964281,1596056273,0,1,0,0,1,43,1089,73,1,78,1570,3314,31,0
15450240,1646591723,0,1,1,1,1,101,1171,36,1,227,1415,3767,28,1
6055523,1524145611,0.485679978,1,0,1,1,35,1736,56,1,41,1029,1165,51,1
15450240,1639123815,0.610876629,1,1,0,0,114,842,65,1,96,1430,4170,58,1
15450240,1661999151,0.523167202,1,1,1,1,47,2513,73,1,162,1520,4671,54,1
15450240,1649769234,0.453546914,1,1,1,1,37,2167,63,3,56,1537,3779,28,1
15450240,1524145611,0.453227026,1,1,1,1,108,2487,21,1,114,3195,6482,59,1
15450240,1636895746,0.433156277,0,1,1,1,89,3189,65,1,115,2851,6051,54,1
5937075,1524145611,0,1,0,0,0,39,1479,58,1,90,1358,2719,25,0
6332063,1524145611,0,1,0,0,0,32,1327,39,2,103,1700,3525,3,0
6085626,1524145611,0,1,0,0,1,48,973,78,2,95,1331,3331,0,0
15450240,1652206840,0.464728347,1,1,1,1,89,1609,52,1,56,1706,1793,61,1
15450240,1526778664,0.006268536,1,0,0,0,39,1435,74,2,76,1268,3782,23,0
15445629,1661999151,0.504910538,1,1,1,1,111,2415,30,1,94,1818,6100,57,1
14410103,1661524760,0.506781923,1,1,1,1,70,2466,53,1,98,2895,6472,50,0
5817619,1524145611,0,1,0,0,1,47,1660,77,2,107,1383,2520,0,0
15450240,1660736631,0.454855246,1,1,1,1,61,3205,46,1,81,1531,3515,52,1
6424320,1524145611,0,1,0,0,0,30,901,78,1,51,1182,1709,22,0
5708234,1653106358,0,0,0,0,1,36,862,70,3,70,1615,2821,55,0
15241185,1655473044,0.503295383,1,1,1,1,116,1507,21,1,106,2738,1849,55,1
6249028,1524145611,0,1,0,0,0,42,881,54,1,111,1792,2912,26,0
15450240,1647182868,0.027260825,1,1,0,1,38,1755,37,1,210,2807,1516,55,1
5670829,1646315708,0,1,0,0,1,40,1233,63,1,54,1384,2387,0,0
5987872,1526883770,0,1,0,0,1,42,939,50,1,123,1651,5973,24,0
15450240,1601973411,0.558247882,1,1,1,1,121,1128,48,3,188,1675,5261,54,1
6200295,1525399403,0,1,0,0,0,37,1481,70,2,56,1761,2125,27,0
15450240,1642219448,0.551187857,1,1,1,1,36,1552,80,2,58,1340,921,26,1
6083783,1524145611,0,0,0,0,1,37,1903,58,2,97,1508,3466,24,0
15450240,1661999151,0.478400093,1,1,1,1,72,1084,59,1,83,1753,4192,57,1
6091147,1524145611,0,1,0,0,1,56,1600,62,2,101,1517,3758,0,0
5638077,1527749024,0,1,0,0,1,45,1016,46,2,108,1137,1879,27,0
6277220,1530979087,0,0,0,0,1,37,981,72,2,97,1476,5109,27,0
5672586,1524145611,0,0,0,0,1,44,919,65,3,78,1409,2275,0,0
15450240,1648011313,0.534751061,1,1,1,1,71,1096,60,1,98,1321,4574,25,1
15352980,1649922700,0.428141278,1,1,1,1,43,982,72,2,40,2945,5413,25,0
15450240,1661999151,0.463100842,1,1,1,1,121,2470,44,1,82,1807,6663,59,1
15450240,1661999151,0.490498291,1,1,1,1,113,2607,9,3,104,1793,6282,49,1
5865673,1524145611,0,1,0,0,1,72,1623,83,3,78,1429,3736,30,0
15169263,1661999151,0.42777711,1,1,1,1,80,3404,59,1,90,1691,3786,55,1
15450240,1528454882,0,1,1,1,1,99,1610,76,2,73,1485,3012,0,0
5968919,1530772373,0,0,0,0,1,39,1683,62,2,102,1650,2880,27,0
5944419,1530220147,0,1,0,0,1,41,3304,48,2,112,1166,2277,28,0
10980865,1528351936,0,1,0,0,1,65,2865,43,3,87,1387,5165,56,1
5919735,1524529124,0,0,0,0,1,50,741,64,2,67,1644,2128,0,0
5468684,1524145611,0,1,1,0,1,38,3850,76,1,137,1271,2649,30,0
15450240,1639217988,0.535032748,1,0,1,1,37,1464,59,1,109,1496,3071,55,1
5671611,1527383909,0,1,0,0,1,41,1577,66,2,86,1218,1730,0,0
5468684,1526898053,0,0,0,0,1,45,1338,76,2,39,1568,2667,24,0
15450240,1524145611,0.503180573,1,0,0,1,102,1610,83,1,84,1286,3225,29,0
6000795,1524145611,0.019595088,1,0,0,0,37,1598,64,2,83,1129,1743,23,0
6082546,1524145611,0,1,1,0,1,60,2542,32,3,85,1663,4949,25,0
15450240,1529297048,0.01339911,1,1,1,1,98,1619,18,3,73,2777,1535,0,1
15450240,1661999151,0.523842748,1,0,1,1,50,1666,28,1,98,1497,2198,59,1
15450240,1652427879,0.557407415,1,1,1,1,74,1833,73,1,105,1452,5093,30,1
5468684,1524145611,0,0,0,0,1,51,1514,59,2,50,1402,3307,26,0
14921444,1636367523,0.480042449,1,1,1,1,171,1439,48,1,30,1590,3015,0,1
5777634,1527805579,0,1,0,0,1,74,1731,29,3,110,3117,3167,0,0
6253219,1533428162,0,1,0,0,1,94,1752,89,2,118,1675,3050,25,0
15450240,1645171930,0.534240674,1,1,1,1,133,1786,49,3,30,2477,2235,52,1
15450240,1525512438,0,1,0,0,0,46,1345,80,3,63,1728,3203,0,0
15450240,1641180079,0.573646826,1,1,0,1,165,1120,63,1,90,2615,4717,52,1
5468684,1644752257,0,1,1,1,1,43,2176,68,1,60,1486,4936,56,1
15450240,1644908844,0.459361516,0,1,1,1,113,2790,57,1,58,1760,5108,50,0
6273178,1524145611,0,1,0,0,1,64,1684,74,1,83,1436,1909,0,0
5783514,1538338823,0,1,0,0,1,33,1665,30,3,76,1445,3317,26,0
5468684,1648069723,0.498651471,1,1,1,1,45,1567,56,1,76,1429,4805,55,1
15450240,1650459360,0.496293078,0,1,0,1,99,1541,57,3,249,1632,5376,54,1
15450240,1661999151,0.536401793,1,1,1,1,129,1089,57,1,106,2618,5900,54,1
6028565,1524145611,0,0,0,0,1,44,1516,62,1,52,1684,3156,26,0
5674679,1524145611,0,0,0,0,1,43,1464,72,2,110,1880,3539,31,0
15450240,1639926950,0.477358229,1,1,1,1,122,3709,47,1,168,2438,5992,50,1
5468684,1524145611,0,0,0,0,1,104,2045,82,2,51,1505,2029,28,0
15450240,1647079196,0.441304871,1,1,1,1,31,1421,65,1,107,1281,2481,59,1
5668925,1524145611,0,1,0,0,1,32,1765,46,3,68,1102,2670,30,1
15450240,1643001880,0.542696629,1,1,1,0,104,1062,80,1,86,2628,6897,53,1
6167404,1524145611,0,1,0,0,1,41,921,62,1,90,1100,3554,31,0
14674359,1661398678,0.483209483,1,1,0,0,110,897,32,3,94,1799,2662,51,0
15450240,1656567937,0.508569695,1,1,0,0,45,3486,63,1,53,2166,5271,51,1
15450240,1657357070,0.479031125,1,1,1,1,97,2608,79,1,109,2342,3114,53,1
6049375,1524145611,0,1,0,0,1,44,1147,83,1,72,1596,3851,0,0
